,Products,Reciept_ID,Serial No.,Quantity,Sales Price,Unit Price,Cost_Price,Date and Time
453,EPSON C-59 INKJET PRINTER,000018,131058,64,6262,97.84375,92.9515625,06/17/2018 09:18 AM
454,SNOWMAN PERMANENT MARKER90 GREEN,000018,130400,78,1410,18.076923076923077,17.173076923076923,06/17/2018 09:18 AM
455,MENS SHORT MICROFIBER A-1260,000018,133854,86,1955,22.732558139534884,21.59593023255814,06/17/2018 09:18 AM
456,SKIRT OF FABRIC COMBO -2,000018,150888,15,506,33.733333333333334,32.04666666666667,06/17/2018 09:18 AM
457,"AT1.6,1GB,160GB,WIFI,10.1"",XP,",000018,102953,30,8814,293.8,279.11,06/17/2018 09:18 AM
458,NOKIA 5200 CELL PHONE,0000180,119936,49,4142,84.53061224489795,80.30408163265305,06/17/2018 09:18 AM
459,PANASONIC MINI DV GS-85,0000180,231277,52,2572,49.46153846153846,46.988461538461536,06/18/2018 04:22 PM
460,RIZVI SPIRAL NOTECOPY #1,0000180,117810,83,8290,99.87951807228916,94.8855421686747,06/18/2018 04:22 PM
461,FLINE FACE TOWEL 30X50CM COFFE,0000180,113349,94,2295,24.414893617021278,23.194148936170215,06/18/2018 04:22 PM
462,"OS:ANDROID,10.1LED,1GBRAM,160G",0000180,136252,50,1016,20.32,19.304000000000002,06/18/2018 07:08 PM
463,KNITTED VEST-SKIRT SET,0000180,113100,35,2082,59.48571428571429,56.511428571428574,06/18/2018 07:08 PM
464,SNOWMAN PERMANENT MARKER90 BLUE,0000180,130398,99,6622,66.88888888888889,63.544444444444444,06/18/2018 07:08 PM
465,NOKIA 1650 CELL PHONE,0000181,128363,53,8902,167.96226415094338,159.5641509433962,06/18/2018 07:08 PM
466,7 COLORS,0000181,130375,45,7938,176.4,167.58,06/18/2018 07:08 PM
467,250 ML RGB DIET COKE SHELL + BO,0000181,119291,17,4189,246.41176470588235,234.09117647058824,06/18/2018 07:08 PM
468,RED SPRAY PAINT ASMACO,0000181,113203,29,9892,341.1034482758621,324.048275862069,06/18/2018 07:08 PM
469,102,0000181,113170,57,4244,74.45614035087719,70.73333333333333,06/19/2018 12:31 AM
470,2.13GH320GB BT WIFI LINUX DVD,0000181,121864,90,8441,93.78888888888889,89.09944444444444,06/19/2018 12:31 AM
471,BOXER SHORTS,0000182,111785,24,1855,77.29166666666667,73.42708333333334,06/19/2018 12:31 AM
472,GRIP -CREPE SKIRT,0000182,113102,83,8527,102.73493975903614,97.59819277108433,06/19/2018 12:31 AM
473,2PC PILLAR CANDLE 60/130,0000182,144524,15,4003,266.8666666666667,253.52333333333334,06/19/2018 12:31 AM
474,G-006A+B+C,0000182,113165,36,5982,166.16666666666666,157.85833333333332,06/20/2018 10:30 AM
475,FLINE FACE TOWEL 30X50CM CLR W,0000183,113347,21,3167,150.8095238095238,143.2690476190476,06/20/2018 10:30 AM
476,NOKIA E51,0000183,138928,36,5742,159.5,151.525,06/20/2018 10:30 AM
477,SNOWMAN PERMANENT MARKER90 BLACK,0000183,130397,84,4685,55.773809523809526,52.98511904761905,06/20/2018 10:30 AM
478,TROUSER SOFINI,0000183,131045,62,6480,104.51612903225806,99.29032258064515,06/20/2018 10:30 AM
479,"C2D,512,80GB, KB,MOUSE.SPKR,AT",0000184,126700,96,292,3.0416666666666665,2.8895833333333334,06/20/2018 10:30 AM
480,5 COLORS,0000184,116357,18,6995,388.6111111111111,369.18055555555554,06/21/2018 03:24 PM
481,RIZVI SPIRAL SUBJECT COPY #3,0000184,120806,87,4560,52.41379310344828,49.793103448275865,06/21/2018 03:24 PM
482,SNOWMAN PERMANENT MARKER70 RED,0000185,130394,6,7825,1304.1666666666667,1238.9583333333335,06/21/2018 03:24 PM
483,"CEL2.2,1GB,160GB,14.1,CAM,LINU",0000185,131032,77,8371,108.71428571428571,103.27857142857142,06/21/2018 03:24 PM
484,"DC2.0GH,2GB,160HDD,BT,12.1,CAM",0000185,126761,85,1537,18.08235294117647,17.17823529411765,06/21/2018 03:24 PM
485,MENS JAKET MICRO FIBRIC,0000185,156507,88,1716,19.5,18.525,06/21/2018 03:24 PM
486,250 ML RGB SPRITE ZERO SHELL + BO,0000185,119293,99,7284,73.57575757575758,69.8969696969697,06/21/2018 04:40 AM
487,"DC2.3GHZ,15.6"",2GB,250GB,DVD,W",0000185,132575,97,4216,43.4639175257732,41.29072164948454,06/21/2018 04:40 AM
488,NOKIA 1662,0000185,141700,4,3069,767.25,728.8875,06/21/2018 04:40 AM
489,T.SHIRT,0000185,122706,39,7462,191.33333333333334,181.76666666666668,06/21/2018 04:40 AM
490,"TOUCHMATE KEYBOARD PS2,KB2000E",0000186,102936,40,2597,64.925,61.678749999999994,06/21/2018 04:40 AM
491,250ML RGB SPRITE ZERO SHELL + BO,0000186,107075,45,4274,94.97777777777777,90.22888888888889,06/21/2018 04:40 AM
492,SKIDS GIRLS SHRT FLR WHT 5-12Y,0000186,111954,7,7034,1004.8571428571429,954.6142857142858,06/21/2018 04:40 AM
493,"DC2.2GH,15.6"",4GB,320GB,BT,HDM",0000187,121862,90,1014,11.266666666666667,10.703333333333335,06/23/2018 11:16 AM
494,SNOWMAN ERASABLE MARKER70 GREEN,0000187,148035,32,791,24.71875,23.4828125,06/23/2018 11:16 AM
495,5 COLORS,0000188,116357,29,7678,264.7586206896552,251.52068965517242,06/23/2018 11:16 AM
496,SKIDS BOYS SLVLESS BLUE 5-12 Y,0000188,112028,39,6372,163.3846153846154,155.2153846153846,06/23/2018 11:16 AM
497,"C2D2.2GH,15.6"",4GB,320GB,WIFI,",0000189,121863,35,1168,33.371428571428574,31.702857142857145,06/24/2018 10:02 AM
498,B&D CIRCULAR SAW 1500W 184MM,0000189,156038,55,6231,113.2909090909091,107.62636363636364,06/24/2018 10:02 AM
499,SNOWMAN PERMANENT MARKER90 RED,0000189,130402,2,5632,2816.0,2675.2,06/24/2018 10:02 AM
500,"DC2.0, 15.6"",1GB,160GB,CAM,LIN",0000189,131268,88,9461,107.51136363636364,102.13579545454546,06/24/2018 10:02 AM
501,SKIDS GIRLS SHRT LACS GRN 5-12,0000189,111962,17,7208,424.0,402.8,06/26/2018 02:56 AM
502,"CI3,2GB,320GB,KEYBOARD,MOUSE",0000189,144101,47,2802,59.61702127659574,56.636170212765954,06/26/2018 02:56 AM
503,G-04A+B+C,000019,113181,80,7618,95.225,90.46374999999999,06/26/2018 02:56 AM
504,BRAUN LADY EPILATOR SE 2170,000019,142036,75,7820,104.26666666666667,99.05333333333333,06/26/2018 02:56 AM
505,6 COLORS,000019,116348,46,2668,58.0,55.1,06/26/2018 02:56 AM
506,SALAM SPRIAL COPY A4 #5,000019,117809,75,9077,121.02666666666667,114.97533333333334,07/05/2018 07:54 PM
507,NOKIA 5610 CELL PHONE,000019,133099,36,4438,123.27777777777777,117.11388888888888,07/05/2018 07:54 PM
508,1000 ML RGB PEPSI SHELL + BOTTLES,0000190,123820,62,4516,72.83870967741936,69.19677419354839,07/06/2018 02:42 PM
509,ATF 946ML STP,0000190,113201,61,1701,27.885245901639344,26.49098360655738,07/06/2018 02:42 PM
510,"DC2.2GHZ,15.6"",2GB,250GB,DVD,W",0000190,119803,30,9627,320.9,304.85499999999996,07/06/2018 02:42 PM
511,SKIDS GIRLS SHIRT WT APLIQ 5-1,0000190,111803,18,8374,465.22222222222223,441.9611111111111,07/06/2018 09:23 PM
512,"ACER 20"" MONITOR AL2016WB",0000190,126707,98,1605,16.377551020408163,15.558673469387754,07/06/2018 09:23 PM
513,NOKIA 3500 CELL PHONE,0000191,126031,9,9754,1083.7777777777778,1029.588888888889,07/06/2018 09:23 PM
514,EPSON PRINTER RIBBON DFX5000/8500,0000191,135905,16,7898,493.625,468.94375,07/07/2018 07:12 PM
515,B-002A+B,0000191,113162,39,8301,212.84615384615384,202.20384615384614,07/07/2018 07:12 PM
516,GE 15W 3U T-3 WW B22,0000191,126689,35,2983,85.22857142857143,80.96714285714286,07/07/2018 07:12 PM
517,SNOWMAN PERMANENT MARKER70 GREEN,0000191,130396,5,9178,1835.6,1743.82,07/07/2018 07:12 PM
518,ATF 946ML STP,0000191,113201,84,4209,50.107142857142854,47.60178571428571,07/07/2018 07:12 PM
519,NOKIA E50 CELL PHONE WTIH CAMERA,0000191,122752,88,8452,96.04545454545455,91.24318181818182,07/07/2018 07:12 PM
520,NOKIA 2680 CELL PHONE,0000191,141251,65,986,15.169230769230769,14.41076923076923,07/07/2018 07:12 PM
521,SALAM SPRIAL COPY A4 #4,0000192,117803,84,2659,31.654761904761905,30.07202380952381,07/07/2018 07:12 PM
522,T1 65GMX96 BOWL PROMO MAGGI,0000192,213149,65,2136,32.86153846153846,31.218461538461536,07/07/2018 07:12 PM
523,250ML RGB DIET COKE SHELL + BO,0000193,107066,84,4906,58.404761904761905,55.48452380952381,07/08/2018 06:55 AM
524,KNITTED VEST,0000193,113084,85,9088,106.91764705882353,101.57176470588236,07/08/2018 06:55 AM
525,EPSON C-59 INKJET PRINTER,0000193,131058,67,6936,103.5223880597015,98.34626865671642,07/08/2018 06:55 AM
526,CAR WASH 24OZ AA,0000193,126683,21,5776,275.04761904761904,261.29523809523806,07/08/2018 06:55 AM
527,2PC PILLAR CANDLE 60/130,0000193,144524,1,8158,8158.0,7750.1,07/08/2018 06:55 AM
528,"DC2.0GH,2GB,160HDD,BT,12.1,CAM",0000193,126761,83,513,6.180722891566265,5.871686746987951,07/10/2018 11:49 AM
529,PANT OF FABRIC COMBO -2,0000193,171689,47,9290,197.6595744680851,187.77659574468086,07/10/2018 11:49 AM
530,C99,0000193,137946,12,2476,206.33333333333334,196.01666666666668,07/10/2018 11:49 AM
531,SNOWMAN ERASABLE MARKER70 GREEN,0000193,148035,91,8561,94.07692307692308,89.37307692307692,07/10/2018 11:49 AM
532,RIZVI SPIRAL SUBJECT COPY #5,0000194,125872,38,3559,93.65789473684211,88.97500000000001,07/10/2018 11:49 AM
533,250ML RGB SPRITE 3G SHELL + BO,0000194,107072,48,5672,118.16666666666667,112.25833333333334,07/10/2018 11:49 AM
534,FAIRLINE FACE TOWEL 30X50CM WH,0000194,113345,63,6810,108.0952380952381,102.6904761904762,07/10/2018 11:49 AM
535,FUEL INJECTOR CLEANER 12OZ STP,0000194,113197,62,3926,63.32258064516129,60.156451612903226,07/10/2018 11:49 AM
536,BOXER SHORTS,0000195,111785,54,5563,103.01851851851852,97.86759259259259,07/10/2018 12:07 AM
537,KNITTED SHIRT,0000195,113132,7,372,53.142857142857146,50.48571428571429,07/10/2018 12:07 AM
538,SKIDS BOYS BOXERS LONG WVN 5-1,0000195,111989,6,5266,877.6666666666666,833.7833333333333,07/10/2018 12:07 AM
539,DANGREE WHITE MEDIUM,0000195,153911,5,3611,722.2,686.09,07/10/2018 12:07 AM
540,FLOATY BLACK CURRANT 50PCS,0000195,123849,68,6400,94.11764705882354,89.41176470588236,07/10/2018 12:07 AM
541,NOKIA 1661,0000195,141658,25,7122,284.88,270.63599999999997,07/11/2018 04:09 PM
542,QUALITY RUBBER BAND BOX,0000195,147943,22,9622,437.3636363636364,415.49545454545455,07/11/2018 04:09 PM
543,LETTERING STENCIL 20MM,0000195,130379,15,6835,455.6666666666667,432.8833333333333,07/11/2018 04:09 PM
544,"4PC 14"" DINNER CANDLE",0000196,149069,31,4153,133.96774193548387,127.26935483870967,07/11/2018 04:09 PM
545,MENS3/4 TROUSER MICROFIBER A-1207,0000197,133856,79,1154,14.60759493670886,13.877215189873418,07/11/2018 04:09 PM
546,50GM NESCAFE MATINAL COFFEE,0000197,123822,99,8829,89.18181818181819,84.72272727272728,07/11/2018 04:09 PM
547,"BLACK BOARD 36"" X 48""",0000197,136195,71,7295,102.74647887323944,97.60915492957747,07/16/2018 03:44 AM
548,ACER VERITON 1000 VPRO C2D PC,0000197,126701,97,5590,57.628865979381445,54.74742268041237,07/16/2018 03:44 AM
549,TROUSER SOFINI,0000197,131045,24,1280,53.333333333333336,50.66666666666667,07/16/2018 03:44 AM
550,RIZVI SPIRAL A4 NOTECOPY #2,0000197,120789,98,4202,42.87755102040816,40.73367346938775,07/16/2018 03:44 AM
551,"DUALCORE,RAM 1GB, MOUSE+KEYBOA",0000197,131269,31,4369,140.93548387096774,133.88870967741934,07/16/2018 03:44 AM
552,145G NESCAFE CAPUCINO STRONG,0000197,123845,16,3592,224.5,213.275,07/16/2018 03:44 AM
553,MENS SPORTS TROUSER,0000197,171112,21,5052,240.57142857142858,228.54285714285714,07/19/2018 08:04 PM
554,"MULTIMEDIA, 5MS",0000198,126716,20,5583,279.15,265.1925,07/21/2018 01:32 PM
555,DOBBY PANT,0000198,113077,89,8779,98.64044943820225,93.70842696629214,07/21/2018 01:32 PM
556,"ANGLE GRINDER 2100W 9"" BOSCH",0000199,156028,35,2041,58.31428571428572,55.39857142857143,07/21/2018 01:32 PM
557,19L BLK WATER SUFI EMPTY,0000199,123821,58,442,7.620689655172414,7.2396551724137925,07/21/2018 01:32 PM
558,"5MS, CONTRAST 2000:1",0000199,131038,69,7177,104.01449275362319,98.81376811594203,07/21/2018 03:11 PM
559,SKIDS BOYS WOVEN BOXERS 11-12Y,0000199,111987,34,5486,161.35294117647058,153.28529411764706,07/21/2018 03:11 PM
560,FRENCH TERRY TRACK SUIT,0000199,139762,55,9021,164.01818181818183,155.81727272727275,07/21/2018 03:11 PM
561,HAPPY ROCKING CAR,0000199,116335,46,7991,173.7173913043478,165.03152173913043,07/21/2018 03:11 PM
562,SALAM SUBJECT SPRIAL COPY #2,00002,151597,85,59,0.6941176470588235,0.6594117647058824,07/21/2018 03:11 PM
563,HERO SPIRAL NOTE BOOK A4 #3,00002,129841,24,7891,328.7916666666667,312.3520833333333,07/21/2018 03:11 PM
564,EPSON LX300+II DOT MATRIX PRINTER,00002,132143,95,1962,20.652631578947368,19.62,07/21/2018 03:11 PM
565,NOKIA 7610 SUPER NOVA,00002,139959,4,7378,1844.5,1752.275,07/21/2018 03:11 PM
566,SNOWMAN PERMANENT MARKER70 GREEN,00002,130396,20,3704,185.2,175.94,07/23/2018 02:05 PM
567,"FERRARI F 19"" LCD MONITOR + TV",00002,126702,82,3826,46.65853658536585,44.325609756097556,07/23/2018 02:05 PM
568,NOKIA 2760 CELL PHONE,00002,135672,84,5844,69.57142857142857,66.09285714285714,07/23/2018 02:05 PM
569,EPSON TM-220PD RECEIPT PRINTER,00002,132144,77,847,11.0,10.45,07/23/2018 06:11 PM
570,PW 1700WB,00002,107997,51,6644,130.27450980392157,123.7607843137255,07/23/2018 06:11 PM
571,PMP ROTATABLE PEN STAND,000020,130376,29,8596,296.41379310344826,281.5931034482758,07/23/2018 06:11 PM
572,SALAM SPRIAL NOTE COPY #3,000020,151753,30,1655,55.166666666666664,52.40833333333333,07/23/2018 06:11 PM
573,PEICED KNITTED SHIRTS,000020,113101,30,9952,331.73333333333335,315.1466666666667,07/23/2018 06:11 PM
574,SALAM SPRIAL NOTE COPY #4,0000200,151754,25,2676,107.04,101.688,07/27/2018 01:43 PM
575,WELDING GLOVES DOUBLE PAIR SET,000021,153452,17,2124,124.94117647058823,118.69411764705882,07/27/2018 01:43 PM
576,MUSICAL CAMERA,000021,153505,22,4141,188.22727272727272,178.8159090909091,07/27/2018 01:43 PM
577,SKIDS BOYS WOVEN SHIRT 5-12YRS,000021,111852,45,7719,171.53333333333333,162.95666666666668,07/27/2018 01:43 PM
578,SKIDS BOYS WOVEN BOXERS 7-8YRS,000022,111978,2,8284,4142.0,3934.9,07/27/2018 01:43 PM
579,FLO PINK SPRAY PAINT ASMACO,000022,126681,59,1392,23.593220338983052,22.413559322033898,07/27/2018 01:43 PM
580,T1 65GMX96 BOWL PROMO MAGGI,000022,213149,99,3187,32.19191919191919,30.58232323232323,07/27/2018 01:43 PM
581,"ANGLE GRINDER 2000W 7"" B&D",000022,156036,35,7135,203.85714285714286,193.6642857142857,07/27/2018 03:31 PM
582,TOOL BOX,000022,157005,25,2630,105.2,99.94,07/27/2018 03:31 PM
583,FLINE FACE TOWEL 30X50CM COFFE,000022,113349,37,2608,70.48648648648648,66.96216216216216,07/27/2018 03:31 PM
584,WD40 - 400ML,000022,113202,4,1247,311.75,296.1625,07/27/2018 03:31 PM
585,LINEN SHIRTS,000022,113150,82,7582,92.46341463414635,87.84024390243903,07/31/2018 01:31 AM
586,NOKIA 3600 SLIDE,000023,137611,2,4817,2408.5,2288.075,07/31/2018 01:31 AM
587,SKIDS GIRLS SHIRT LACES 5-12YR,000023,111957,4,4994,1248.5,1186.075,07/31/2018 01:31 AM
588,ORIGINAL PROTECTANT 4 OZ AA,000023,113199,10,324,32.4,30.779999999999998,08/04/2018 06:09 AM
589,1000 ML RGB COKE SHELL + BOTTLES,000024,107095,62,143,2.306451612903226,2.1911290322580648,08/04/2018 06:09 AM
590,FLINE HANDTOWEL 50X100CM MIN B,000024,113350,86,6855,79.70930232558139,75.72383720930232,08/04/2018 06:09 AM
591,SKIDS MENS WOVEN BOXER L,000025,112080,1,9358,9358.0,8890.1,08/04/2018 06:09 AM
592,FAIRLINE HAND TOWEL 50X100CM,000026,123535,98,6779,69.1734693877551,65.71479591836734,08/04/2018 06:09 AM
593,2PC PILLAR CANDLE 60/130,000026,144524,44,2283,51.88636363636363,49.29204545454545,08/04/2018 06:09 AM
594,EPSON C-87+ INKJET PRINTER,000027,131059,84,531,6.321428571428571,6.005357142857143,08/04/2018 06:09 AM
595,"50000:1,DVI, 1920X1080RES,FULL",000027,131272,38,5829,153.39473684210526,145.725,08/10/2018 02:49 PM
596,TOUCHMATE 2.1 DIGITAL SPEAKERS,000028,121869,19,797,41.94736842105263,39.85,08/10/2018 02:49 PM
597,MENS TROUSER FRENCH TERRY,000028,135224,44,8689,197.47727272727272,187.60340909090908,08/10/2018 02:49 PM
598,MENS TROUSER MICROFIBER A-1384,000028,135220,58,2813,48.5,46.075,08/10/2018 02:49 PM
599,PANASONIC MINI DV GS-85,000028,231277,68,5323,78.27941176470588,74.3654411764706,08/10/2018 02:49 PM
600,"10PC 10"" SPIRAL CANDLE",000029,150286,31,4597,148.29032258064515,140.8758064516129,08/11/2018 05:01 PM
601,L/S KNITTED LADY  FASHION POLO,000029,111788,1,9582,9582.0,9102.9,08/11/2018 05:01 PM
602,BOARD HOLDING STAND,000029,159031,91,6814,74.87912087912088,71.13516483516483,08/11/2018 05:01 PM
603,NOKIA E62 CELL  PHONE,000029,122748,48,554,11.541666666666666,10.964583333333334,08/11/2018 05:01 PM
604,EPSON TM-220PD RECEIPT PRINTER,000029,132144,77,7395,96.03896103896103,91.23701298701297,08/12/2018 05:17 PM
605,PANASONIC DVD PLAYRE S2,000029,113315,21,912,43.42857142857143,41.25714285714286,08/12/2018 05:17 PM
606,DOLLAR POINTER 0.3MM BLUE 1X10,000029,133835,63,5795,91.98412698412699,87.38492063492063,08/12/2018 05:17 PM
607,DANGREE WHITE MEDIUM,00003,153911,30,2467,82.23333333333333,78.12166666666667,08/12/2018 05:17 PM
608,"40,000:1,5MS,1920X1080 RESOL",000030,121865,25,1711,68.44,65.018,08/13/2018 11:26 PM
609,NOKIA 5700 CELL  PHONE,000030,122750,2,4144,2072.0,1968.4,08/13/2018 11:26 PM
610,MENS V NECK SHIRT F/S,000030,175419,96,5205,54.21875,51.5078125,08/13/2018 11:26 PM
611,WOVEN CHECK SHIRT,000030,111769,93,1513,16.268817204301076,15.455376344086023,08/19/2018 02:02 AM
612,250ML RGB FANTA SHELL + BO,000030,107078,52,4456,85.6923076923077,81.40769230769232,08/19/2018 02:02 AM
613,SALAM SPRIAL NOTE COPY #3,000030,151753,25,8679,347.16,329.802,08/19/2018 02:02 AM
614,A6034,000030,123519,86,1396,16.232558139534884,15.42093023255814,08/19/2018 02:02 AM
615,DOLLAR POINTER 0.3MM BLACK 1X10,000030,130656,53,1349,25.452830188679247,24.180188679245283,08/19/2018 02:02 AM
616,103,000030,113169,46,9692,210.69565217391303,200.16086956521738,08/19/2018 02:02 AM
617,BLACK SPRAY PAINT ASMACO,000031,126677,93,4326,46.516129032258064,44.19032258064516,08/22/2018 10:42 PM
618,ASSORTED KNITTED SHIRTS,000031,113125,2,921,460.5,437.475,08/22/2018 12:12 AM
619,SKIDS BOYS SHIRT APPLIQ 5-12YR,000031,111828,16,9839,614.9375,584.190625,08/22/2018 12:12 AM
620,MENS TROUSER MICROFIBER A-1207,000031,133859,90,6806,75.62222222222222,71.8411111111111,08/22/2018 12:12 AM
621,SKIDS GIRLS CAPRICE VOILET 5-1,000031,111824,33,7361,223.06060606060606,211.90757575757576,08/22/2018 12:12 AM
622,KNITEED ELASTIGATED FROCK,000031,113098,59,8075,136.864406779661,130.02118644067795,08/22/2018 12:12 AM
623,PAPER PIN (COMMON PIN),000031,141520,80,236,2.95,2.8025,08/22/2018 12:12 AM
624,MENS TROUSER MICROFIBER A-1362,000032,135219,84,5827,69.36904761904762,65.90059523809524,08/22/2018 12:12 AM
625,LETTERING STENCIL 50MM 4PCS SET,000032,130382,36,855,23.75,22.5625,08/24/2018 03:23 AM
626,GE 15W 3U T-3 WW B22,000032,126689,18,1088,60.44444444444444,57.42222222222222,08/24/2018 03:23 AM
627,SKIDS GIRLS SHIRT COMB2 AP 5-1,000032,111822,30,5426,180.86666666666667,171.82333333333335,08/24/2018 03:23 AM
628,"FERRARI F 17"" LCD MONITOR + TV",000032,126693,89,9557,107.38202247191012,102.01292134831462,08/24/2018 03:23 AM
629,WOVEN CHECK SHIRT,000032,111769,39,667,17.102564102564102,16.247435897435896,08/24/2018 03:23 AM
630,LINEN SHIRTS,000033,113150,36,2195,60.97222222222222,57.92361111111111,08/24/2018 03:23 AM
631,SKIDS BOYS SHIRT APPQ GRN 5-12,000033,111831,5,2229,445.8,423.51,08/28/2018 01:49 AM
632,FLORAL PANT,000033,113074,66,2604,39.45454545454545,37.481818181818184,08/28/2018 01:49 AM
633,FLOATY BLACK CURRANT 50PCS,000034,123849,81,5572,68.79012345679013,65.35061728395063,08/28/2018 01:49 AM
634,B&D CIRCULAR SAW 1500W 184MM,000034,156038,82,1089,13.28048780487805,12.616463414634147,08/28/2018 01:49 AM
635,L/S T WITH APPLIQUE & PRINT,000034,150886,75,3026,40.346666666666664,38.32933333333333,08/28/2018 01:49 AM
636,65GX10 NODLES BOWL PROMO MAGI,000034,312253,45,9177,203.93333333333334,193.73666666666668,08/28/2018 01:49 AM
637,FLOATY BLACK CURRANT 50PCS,000034,123849,49,2435,49.69387755102041,47.20918367346938,08/28/2018 01:49 AM
638,"CLRS:LIGHT BLUE , DK BLUE",000035,116343,61,6444,105.63934426229508,100.35737704918033,08/28/2018 01:49 AM
639,NOKIA 3600 SLIDE,000035,137611,24,2970,123.75,117.5625,08/28/2018 01:49 AM
640,SKIDS GIRLS DENIM LT SKIRT 5-1,000035,111796,51,3716,72.86274509803921,69.21960784313725,08/28/2018 01:49 AM
641,BALL CANDLE,000035,149151,97,7557,77.90721649484536,74.01185567010309,08/28/2018 01:49 AM
642,NOKIA N76 CELL  PHONE,000036,122744,96,1464,15.25,14.4875,08/29/2018 01:54 PM
643,ELECTRIC FAIR,000036,112079,80,6776,84.7,80.465,08/29/2018 01:54 PM
644,WOVEN SHIRT,000036,113076,84,5985,71.25,67.6875,08/29/2018 01:54 PM
645,"DC2.0, 15.6"",1GB,160GB,CAM,LIN",000036,131268,33,1355,41.06060606060606,39.00757575757576,08/29/2018 01:54 PM
646,BALL CANDLE,000036,149151,41,3485,85.0,80.75,08/29/2018 03:39 AM
647,"10PC 8"" SPIRAL CANDLE",000036,149321,41,9117,222.3658536585366,211.24756097560976,08/29/2018 10:03 PM
648,NOKIA N76 CELL  PHONE,000036,122744,5,4301,860.2,817.19,08/29/2018 10:03 PM
649,MENS SWIMMING SHORT,000037,135225,31,3555,114.6774193548387,108.94354838709677,08/29/2018 10:03 PM
650,"TOUCHMATE NOTEBOOK BAG,TM603",000037,153095,60,2356,39.266666666666666,37.303333333333335,08/29/2018 10:03 PM
651,WOVEN CHECK SHIRT,000037,111769,76,5476,72.05263157894737,68.45,08/29/2018 10:03 PM
652,L/SLV T WITH CONTRAST NK THREA,000038,111727,86,2530,29.41860465116279,27.947674418604652,08/29/2018 10:03 PM
653,"3PC HOUSEHOLD CANDLE 8""",000038,144521,68,6085,89.48529411764706,85.01102941176471,08/30/2018 01:08 PM
654,PAPER PIN (COMMON PIN),000038,141520,18,5214,289.6666666666667,275.18333333333334,08/30/2018 01:08 PM
655,EURO/IGLI CORRECTION FLUID PEN,000038,133836,83,5634,67.87951807228916,64.4855421686747,08/30/2018 01:08 PM
656,CAR WASH 24OZ AA,000038,126683,61,8095,132.70491803278688,126.06967213114754,08/30/2018 01:08 PM
657,PANASONIC SPEAKER CJ-DA-6943,000038,167654,27,9519,352.55555555555554,334.92777777777775,08/30/2018 03:34 AM
658,"AMOS GLITTER KIT ""POWDER & GLUE""",000039,130369,2,6530,3265.0,3101.75,08/30/2018 03:34 AM
659,SKIDS BOYS WOVEN SHRT BLE 5-12,000039,111854,55,4457,81.03636363636363,76.98454545454545,08/30/2018 03:34 AM
660,EPSON PRINTER RIBBON DFX-9000,000039,135904,16,632,39.5,37.525,09/01/2018 06:55 PM
661,WHITE SPRAY PAINT ASMACO,000039,126675,45,4631,102.91111111111111,97.76555555555555,09/01/2018 06:55 PM
662,MOCK NECK FRONTOPEN SWEATSHIRT,00004,111766,37,8464,228.75675675675674,217.3189189189189,09/01/2018 06:55 PM
663,"ACER 19"" MONITOR AL1916 WDS",00004,126706,57,7981,140.01754385964912,133.01666666666668,09/03/2018 08:16 PM
664,"ANGLE GRINDER 2000W 7"" B&D",00004,156036,61,9577,157.0,149.15,09/03/2018 08:16 PM
665,FLO ORANGE SPRAY PAINT ASMACO,000040,126680,31,4442,143.29032258064515,136.1258064516129,09/03/2018 08:16 PM
666,"AT1.6,1GB,160GB,WIFI,10.1"",XP,",000040,102953,5,4770,954.0,906.3,09/03/2018 08:16 PM
667,HERO SPIRAL NOTE COPY #2,000040,130364,40,6075,151.875,144.28125,09/05/2018 10:38 PM
668,SNOWMAN PERMANENT MARKER90 BLUE,000040,130398,76,8185,107.69736842105263,102.3125,09/05/2018 12:26 PM
669,250 ML RGB 7-UP SHELL + BOTTLES,000040,231346,33,4958,150.24242424242425,142.73030303030305,09/05/2018 12:26 PM
670,"A6020, A6012",000041,123520,73,6674,91.42465753424658,86.85342465753425,09/05/2018 12:26 PM
671,L/S KNITTED LADY  CREW NECK,000041,153967,18,4281,237.83333333333334,225.94166666666666,09/05/2018 12:26 PM
672,SNOWMAN ERASABLE MARKER70 BLACK,000041,147950,78,3190,40.8974358974359,38.8525641025641,09/05/2018 12:26 PM
673,NOKIA 3600 SLIDE,000041,137611,48,5421,112.9375,107.290625,09/12/2018 04:49 AM
674,SKIDS BOYS SHIRT ROND NCK 5-12,000042,111833,97,7999,82.4639175257732,78.34072164948454,09/12/2018 04:49 AM
675,ELECTRIC FAIR,000042,112079,69,5193,75.26086956521739,71.49782608695652,09/12/2018 04:49 AM
676,SAFETY MASK CUP SHAPE,000042,153447,41,8714,212.53658536585365,201.90975609756097,09/12/2018 04:49 AM
677,NOKIA E61-I CELL PHONE,000043,120723,3,1510,503.3333333333333,478.16666666666663,09/12/2018 04:49 AM
678,SKIDS GIRLS T-W-APP & PRINT-6-,000043,150889,33,7603,230.3939393939394,218.87424242424242,09/24/2018 12:09 PM
679,PANASONIC HIFI CS-VK950,000043,124247,43,4358,101.34883720930233,96.28139534883721,09/24/2018 12:09 PM
680,AMOS TATTOO GEL PEN,000043,130374,53,4891,92.28301886792453,87.6688679245283,09/24/2018 12:09 PM
681,"A1386, A1386B",000043,125523,20,1787,89.35,84.8825,09/24/2018 12:09 PM
